nqubits,depth,n2gates,nslices,lam,time to build,time to solve,nmoves,isvalid,nxvars,nyvars,time,cxcount,cxdepth
50,89,1483,89,0.1123595505617977,36.50477433204651,791.4327576160431,3012.0,True,44500,8900,13.8,2922,539
51,89,1508,89,0.1101564221194095,35.96636915206909,808.2558913230896,3110.0,True,45390,8900,14.07,2897,534
52,89,1524,89,0.1080380293863439,37.01613569259644,830.5727438926697,3230.0,True,46280,8900,14.46,3041,553
53,89,1516,89,0.1059995760016959,38.10289812088013,831.6483473777771,3256.0,True,47170,8900,14.5,3095,529
54,89,1573,89,0.1040366208905534,39.21905899047852,857.7218427658081,3369.0,True,48060,8900,14.95,3200,542
55,89,1580,89,0.1021450459652706,40.50316262245178,870.0649900436401,3414.0,True,48950,8900,15.18,3253,554
56,89,1646,89,0.1003210272873194,43.55017113685608,879.0034408569336,3484.0,True,49840,8900,15.38,3379,559
57,89,1664,89,0.0985610092647348,43.07137084007263,907.0010724067688,3612.0,True,50730,8900,15.83,3396,533
58,89,1685,89,0.0968616815187911,44.98255681991577,890.424159526825,3717.0,True,51620,8900,15.59,3503,574
59,89,1736,89,0.0952199581032184,46.62774419784546,949.448055267334,3786.0,True,52510,8900,16.6,3559,554
60,89,1769,89,0.0936329588014981,54.95141100883484,956.445737361908,3825.0,True,53400,8900,16.86,3537,549
61,89,1773,89,0.0920979922637686,49.761706829071045,933.133808851242,3883.0,True,54290,8900,16.38,3685,552
62,89,1803,89,0.0906125407756433,51.722636461257935,965.516508102417,3942.0,True,55180,8900,16.95,3717,570
63,89,1815,89,0.0891742464776172,53.613298416137695,969.43182015419,4059.0,True,56070,8900,17.05,3794,567
64,89,1874,89,0.0877808988764045,54.42528676986694,1013.7224504947662,4113.0,True,56960,8900,17.8,3784,574
65,89,1908,89,0.0864304235090751,60.39444899559021,1061.2434239387512,4245.0,True,57850,8900,18.69,3915,568
66,89,1919,89,0.0851208716377255,62.87784171104431,1060.8305072784424,4255.0,True,58740,8900,18.73,3921,539
67,89,1932,89,0.0838504108670132,63.82186794281006,1083.6953220367432,4348.0,True,59630,8900,19.13,3984,563
68,89,1964,89,0.0826173165895571,65.02271056175232,1094.1963512897491,4443.0,True,60520,8900,19.32,4079,547
69,89,2001,89,0.0814199641752157,67.24067068099976,1114.7540791034698,4544.0,True,61410,8900,19.7,4111,580
70,89,2046,89,0.0802568218298555,69.80604195594788,1114.1180901527405,4673.0,True,62300,8900,19.73,4161,550
71,89,2101,89,0.079126444057604,71.78446125984192,1176.3519022464752,4777.0,True,63190,8900,20.8,4261,573
72,89,2127,89,0.0780274656679151,74.46036839485168,1214.0349354743958,4766.0,True,64080,8900,21.47,4277,554
73,89,2140,89,0.0769585962752039,74.27273774147034,1232.4492206573486,4852.0,True,64970,8900,21.78,4401,559
74,89,2147,89,0.0759186152444579,76.64269518852234,1207.5765976905825,4940.0,True,65860,8900,21.4,4472,550
75,89,2199,89,0.0749063670411985,78.83857941627502,1251.019163131714,5018.0,True,66750,8900,22.16,4573,567
76,89,2235,89,0.0739207569485511,79.48940801620483,1260.4769928455353,5118.0,True,67640,8900,22.33,4546,593
77,89,2281,89,0.0729607471180504,81.34029340744019,1263.818431377411,5200.0,True,68530,8900,22.42,4642,560
78,89,2276,89,0.0720253529242293,83.61132454872131,1266.9321098327637,5236.0,True,69420,8900,22.51,4688,567
79,89,2306,89,0.0711136395960745,85.8304922580719,1294.3700213432312,5321.0,True,70310,8900,23.0,4729,569
80,89,2334,89,0.0702247191011236,88.97936677932739,1352.8808879852295,5434.0,True,71200,8900,24.03,4869,551
81,89,2364,89,0.0693577472603689,89.88528800010681,1370.69260597229,5466.0,True,72090,8900,24.34,4880,596
82,89,2430,89,0.0685119210742669,97.00383448600768,1382.7207508087158,5562.0,True,72980,8900,24.66,4947,559
83,89,2418,89,0.0676864762420468,96.2229700088501,1420.8715391159058,5622.0,True,73870,8900,25.28,5044,558
84,89,2462,89,0.0668806848582129,97.70201659202576,1450.735291481018,5643.0,True,74760,8900,25.81,5086,572
